sample_time,tasks_completed,work_in_process,tasks_forwarded
0,0,1,0
5,1,24,16
10,12,39,78
15,22,54,164
20,44,57,251
25,67,59,339
30,82,69,434
35,112,64,514
40,133,67,604
45,145,80,697
50,169,81,792
55,190,85,897
60,215,85,1000
65,233,92,1109
70,256,94,1220
75,281,94,1319
80,302,98,1423
85,325,100,1513
90,348,102,1636
95,369,106,1744
100,396,104,1849
105,416,109,1954
110,440,110,2082
115,464,111,2203
120,489,111,2324
125,514,111,2429
130,535,115,2552
135,562,113,2668
140,586,114,2775
