run_num,tasks_completed,work_in_process
1,59,12
2,55,16
3,64,7
4,52,19
5,59,12
6,65,6
7,56,15
8,61,10
9,59,12
10,63,8
11,59,12
12,60,11
13,61,10
14,58,13
15,64,7
16,61,10
17,58,13
18,66,5
19,54,17
20,63,8
21,56,15
22,51,20
23,55,16
24,56,15
25,61,10
26,62,9
27,63,8
28,62,9
29,63,8
30,59,12
31,59,12
32,57,14
33,65,6
34,55,16
35,58,13
36,60,11
37,60,11
38,65,6
39,60,11
40,59,12
