sample_time,tasks_completed,work_in_process
0,0,1
5,1,2
10,3,2
15,5,3
20,6,4
25,6,7
30,7,8
35,7,11
40,11,9
45,13,10
50,15,10
55,18,10
60,19,11
65,22,11
70,24,11
75,26,12
80,27,13
85,30,13
90,34,11
95,38,10
100,41,9
105,44,9
110,47,8
115,48,10
120,54,6
125,57,6
130,60,5
135,63,5
140,64,6
