sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,1,4
15,3,5
20,5,5
25,7,6
30,9,6
35,11,7
40,16,4
45,18,5
50,21,4
55,23,5
60,27,3
65,28,5
70,31,4
75,33,5
80,33,7
85,36,7
90,39,6
95,41,7
100,44,6
105,47,6
110,51,4
115,52,6
120,54,6
125,57,6
130,59,6
135,63,5
140,64,6
