sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,0,5
15,2,6
20,4,6
25,6,7
30,9,6
35,12,6
40,13,7
45,14,9
50,18,7
55,20,8
60,23,7
65,25,8
70,29,6
75,31,7
80,33,7
85,36,7
90,38,7
95,39,9
100,43,7
105,43,10
110,45,10
115,47,11
120,52,8
125,52,11
130,55,10
135,56,12
140,58,12
