completion_time,task_id,start_time,process_time,num_operations
5,0,0,5,3
9,1,2,7,3
12,3,6,6,3
15,4,8,7,3
18,2,4,14,3
23,10,20,3,3
23,6,12,11,3
26,5,10,16,3
29,7,14,15,3
32,13,26,6,3
33,8,16,17,3
35,12,24,11,3
39,14,28,11,3
40,9,18,22,3
43,15,30,13,3
46,16,32,14,3
47,18,36,11,3
49,11,22,27,3
53,21,42,11,3
55,19,38,17,3
56,23,46,10,3
57,25,50,7,3
61,24,48,13,3
61,20,40,21,3
62,26,52,10,3
64,22,44,20,3
65,17,34,31,3
65,27,54,11,3
71,32,64,7,3
72,33,66,6,3
73,29,58,15,3
74,28,56,18,3
76,31,62,14,3
79,37,74,5,3
80,35,70,10,3
80,34,68,12,3
81,30,60,21,3
82,36,72,10,3
85,38,76,9,3
90,42,84,6,3
91,41,82,9,3
91,39,78,13,3
95,43,86,9,3
95,40,80,15,3
96,44,88,8,3
99,46,92,7,3
102,47,94,8,3
108,50,100,8,3
111,49,98,13,3
112,52,104,8,3
114,51,102,12,3
115,45,90,25,3
118,48,96,22,3
124,53,106,18,3
125,54,108,17,3
128,58,116,12,3
134,59,118,16,3
135,56,112,23,3
138,60,120,18,3
