completion_time,task_id,start_time,process_time,num_operations
9,2,4,5,3
12,1,2,10,3
15,0,0,15,3
16,3,6,10,3
18,5,10,8,3
21,4,8,13,3
22,9,18,4,3
23,7,14,9,3
29,8,16,13,3
29,11,22,7,3
30,10,20,10,3
31,12,24,7,3
33,6,12,21,3
38,17,34,4,3
42,13,26,16,3
44,19,38,6,3
52,14,28,24,3
56,16,32,24,3
58,21,42,16,3
58,15,30,28,3
60,23,46,14,3
61,20,40,21,3
62,22,44,18,3
70,25,50,20,3
71,27,54,17,3
71,26,52,19,3
72,30,60,12,3
72,31,62,10,3
73,29,58,15,3
74,24,48,26,3
75,32,64,11,3
77,33,66,11,3
77,28,56,21,3
81,36,72,9,3
83,35,70,13,3
83,34,68,15,3
89,37,74,15,3
89,38,76,13,3
95,41,82,13,3
100,45,90,10,3
105,43,86,19,3
107,49,98,9,3
108,39,78,30,3
109,50,100,9,3
109,47,94,15,3
111,40,80,31,3
112,44,88,24,3
112,18,36,76,3
113,42,84,29,3
115,52,104,11,3
117,46,92,25,3
118,51,102,16,3
128,56,112,16,3
129,60,120,9,3
129,57,114,15,3
130,54,108,22,3
130,61,122,8,3
132,59,118,14,3
134,48,96,38,3
135,53,106,29,3
137,63,126,11,3
138,55,110,28,3
