sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,0,5
15,1,7
20,2,8
25,4,9
30,5,10
35,6,12
40,7,13
45,9,14
50,10,15
55,11,17
60,15,15
65,20,13
70,23,12
75,24,14
80,26,14
85,27,16
90,31,14
95,34,14
100,35,15
105,36,17
110,38,17
115,42,16
120,46,14
125,47,16
130,50,15
135,51,17
140,53,17
