completion_time,task_id,start_time,process_time,num_operations
14,0,0,14,3
18,3,6,12,3
20,4,8,12,3
24,2,4,20,3
27,7,14,13,3
33,8,16,17,3
37,1,2,35,3
42,13,26,16,3
44,11,22,22,3
46,14,28,18,3
54,22,44,10,3
55,9,18,37,3
57,6,12,45,3
58,5,10,48,3
59,20,40,19,3
60,16,32,28,3
61,10,20,41,3
64,25,50,14,3
64,18,36,28,3
64,17,34,30,3
67,21,42,25,3
68,28,56,12,3
69,15,30,39,3
70,19,38,32,3
75,26,52,23,3
75,32,64,11,3
82,37,74,8,3
85,24,48,37,3
86,34,68,18,3
88,12,24,64,3
89,39,78,11,3
91,35,70,21,3
92,30,60,32,3
94,23,46,48,3
97,43,86,11,3
103,29,58,45,3
107,42,84,23,3
109,46,92,17,3
110,47,94,16,3
113,36,72,41,3
114,45,90,24,3
114,31,62,52,3
116,44,88,28,3
116,38,76,40,3
118,33,66,52,3
118,27,54,64,3
121,55,110,11,3
126,40,80,46,3
128,54,108,20,3
128,51,102,26,3
134,60,120,14,3
135,49,98,37,3
136,52,104,32,3
