sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,0,5
15,4,4
20,5,5
25,6,7
30,8,7
35,11,7
40,13,7
45,15,8
50,17,8
55,19,9
60,19,11
65,21,12
70,22,13
75,23,15
80,24,16
85,24,19
90,26,19
95,29,19
100,32,18
105,34,19
110,37,18
115,39,19
120,40,20
125,42,21
130,44,21
135,46,22
140,50,20
