sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,3,2
15,4,4
20,6,4
25,7,6
30,8,7
35,12,6
40,12,8
45,13,10
50,17,8
55,20,8
60,22,8
65,24,9
70,26,9
75,28,10
80,28,12
85,30,13
90,33,12
95,33,15
100,34,16
105,35,18
110,36,19
115,39,19
120,41,19
125,45,18
130,46,19
135,48,20
140,51,19
