sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,1,4
15,2,6
20,2,8
25,4,9
30,7,8
35,7,11
40,11,9
45,12,11
50,13,12
55,14,14
60,17,13
65,18,15
70,20,15
75,21,17
80,22,18
85,25,18
90,26,19
95,27,21
100,27,23
105,28,25
110,33,22
115,33,25
120,35,25
125,37,26
130,38,27
135,38,30
140,41,29
