sample_time,tasks_completed,work_in_process
0,0,1
5,1,2
10,1,4
15,2,6
20,4,6
25,6,7
30,6,9
35,7,11
40,8,12
45,9,14
50,11,14
55,13,15
60,16,14
65,18,15
70,19,16
75,21,17
80,23,17
85,25,18
90,27,18
95,28,20
100,31,19
105,34,19
110,37,18
115,40,18
120,42,18
125,44,19
130,46,19
135,50,18
140,53,17
