completion_time,task_id,start_time,process_time,num_operations
10,0,0,10,3
14,2,4,10,3
16,6,12,4,3
20,3,6,14,3
22,1,2,20,3
26,5,10,16,3
29,12,24,5,3
29,7,14,15,3
37,16,32,5,3
39,8,16,23,3
40,17,34,6,3
41,4,8,33,3
45,9,18,27,3
45,15,30,15,3
49,13,26,23,3
54,14,28,26,3
55,11,22,33,3
58,19,38,20,3
63,24,48,15,3
66,20,40,26,3
72,23,46,26,3
74,25,50,24,3
75,29,58,17,3
75,28,56,19,3
80,26,52,28,3
81,18,36,45,3
81,22,44,37,3
90,32,64,26,3
94,37,74,20,3
101,47,94,7,3
101,33,66,35,3
106,48,96,10,3
108,27,54,54,3
109,36,72,37,3
110,42,84,26,3
111,34,68,43,3
112,35,70,42,3
125,46,92,33,3
128,41,82,46,3
131,39,78,53,3
132,31,62,70,3
138,50,100,38,3
