sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,1,4
15,3,5
20,4,6
25,6,7
30,8,7
35,9,9
40,10,10
45,12,11
50,15,10
55,15,13
60,16,14
65,20,13
70,24,11
75,28,10
80,31,9
85,33,10
90,37,8
95,40,8
100,42,8
105,44,9
110,45,10
115,46,12
120,48,12
125,50,13
130,53,12
135,55,13
140,56,14
