sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,2,3
15,2,6
20,4,6
25,4,9
30,5,10
35,7,11
40,10,10
45,12,11
50,14,11
55,16,12
60,19,11
65,20,13
70,22,13
75,22,16
80,25,15
85,27,16
90,28,17
95,31,17
100,32,18
105,32,21
110,36,19
115,36,22
120,39,21
125,42,21
130,46,19
135,47,21
140,50,20
