completion_time,task_id,start_time,process_time,num_operations
8,1,2,6,3
14,4,8,6,3
17,3,6,11,3
20,2,4,16,3
21,0,0,21,3
23,7,14,9,3
23,6,12,11,3
26,5,10,16,3
27,9,18,9,3
29,8,16,13,3
35,10,20,15,3
38,12,24,14,3
40,13,26,14,3
43,11,22,21,3
52,15,30,22,3
54,21,42,12,3
54,16,32,22,3
57,22,44,13,3
58,20,40,18,3
60,17,34,26,3
68,25,50,18,3
68,27,54,14,3
72,26,52,20,3
72,19,38,34,3
72,14,28,44,3
77,29,58,19,3
78,24,48,30,3
81,18,36,45,3
81,32,64,17,3
82,37,74,8,3
87,31,62,25,3
90,34,68,22,3
94,23,46,48,3
95,30,60,35,3
97,42,84,13,3
97,33,66,31,3
100,35,70,30,3
101,41,82,19,3
102,38,76,26,3
105,40,80,25,3
113,36,72,41,3
115,48,96,19,3
120,39,78,42,3
123,47,94,29,3
126,55,110,16,3
126,46,92,34,3
128,49,98,30,3
134,44,88,46,3
135,51,102,33,3
136,43,86,50,3
138,57,114,24,3
140,28,56,84,3
