sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,1,4
15,2,6
20,6,4
25,7,6
30,9,6
35,9,9
40,11,9
45,12,11
50,13,12
55,13,15
60,16,14
65,19,14
70,21,14
75,24,14
80,27,13
85,30,13
90,34,11
95,34,14
100,35,15
105,36,17
110,40,15
115,42,16
120,44,16
125,47,16
130,49,16
135,53,15
140,55,15
