sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,1,4
15,4,4
20,5,5
25,9,4
30,10,5
35,12,6
40,13,7
45,14,9
50,16,9
55,18,10
60,20,10
65,21,12
70,23,12
75,26,12
80,30,10
85,34,9
90,34,11
95,36,12
100,38,12
105,41,12
110,42,13
115,45,13
120,49,11
125,53,10
130,55,10
135,56,12
140,58,12
