sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,0,5
15,3,5
20,6,4
25,10,3
30,11,4
35,12,6
40,12,8
45,15,8
50,17,8
55,19,9
60,19,11
65,23,10
70,24,11
75,25,13
80,29,11
85,32,11
90,33,12
95,36,12
100,38,12
105,39,14
110,44,11
115,45,13
120,46,14
125,48,15
130,50,15
135,53,15
140,57,13
