completion_time,task_id,start_time,process_time,num_operations
11,1,2,9,3
13,0,0,13,3
15,4,8,7,3
19,3,6,13,3
20,6,12,8,3
20,5,10,10,3
20,2,4,16,3
33,7,14,19,3
33,11,22,11,3
34,13,26,8,3
35,8,16,19,3
38,10,20,18,3
40,12,24,16,3
41,18,36,5,3
43,9,18,25,3
48,14,28,20,3
50,16,32,18,3
52,20,40,12,3
53,15,30,23,3
53,17,34,19,3
58,24,48,10,3
59,23,46,13,3
60,19,38,22,3
62,21,42,20,3
62,22,44,18,3
65,26,52,13,3
66,27,54,12,3
74,30,60,14,3
75,28,56,19,3
76,31,62,14,3
78,29,58,20,3
79,25,50,29,3
79,32,64,15,3
80,33,66,14,3
82,34,68,14,3
87,35,70,17,3
92,38,76,16,3
95,37,74,21,3
95,36,72,23,3
99,41,82,17,3
102,42,84,18,3
105,40,80,25,3
106,44,88,18,3
111,39,78,33,3
115,45,90,25,3
116,47,94,22,3
117,43,86,31,3
117,48,96,21,3
118,49,98,20,3
121,50,100,21,3
122,52,104,18,3
123,51,102,21,3
126,55,110,16,3
128,54,108,20,3
129,57,114,15,3
131,56,112,19,3
133,58,116,17,3
134,59,118,16,3
135,63,126,9,3
136,60,120,16,3
139,66,132,7,3
140,46,92,48,3
