sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,1,4
15,3,5
20,3,7
25,8,5
30,11,4
35,12,6
40,12,8
45,16,7
50,19,6
55,20,8
60,23,7
65,24,9
70,25,10
75,27,11
80,30,10
85,32,11
90,34,11
95,36,12
100,39,11
105,41,12
110,43,12
115,46,12
120,50,10
125,52,11
130,55,10
135,57,11
140,59,11
