sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,1,4
15,3,5
20,4,6
25,7,6
30,9,6
35,11,7
40,13,7
45,14,9
50,17,8
55,19,9
60,23,7
65,23,10
70,24,11
75,27,11
80,30,10
85,33,10
90,35,10
95,38,10
100,38,12
105,40,13
110,44,11
115,49,9
120,51,9
125,53,10
130,57,8
135,58,10
140,61,9
