sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,0,5
15,1,7
20,3,7
25,3,10
30,6,9
35,7,11
40,10,10
45,11,12
50,13,12
55,16,12
60,17,13
65,18,15
70,23,12
75,27,11
80,30,10
85,33,10
90,34,11
95,35,13
100,38,12
105,40,13
110,45,10
115,46,12
120,50,10
125,55,8
130,57,8
135,58,10
140,60,10
