sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,2,3
15,3,5
20,4,6
25,5,8
30,7,8
35,10,8
40,11,9
45,13,10
50,16,9
55,20,8
60,25,5
65,26,7
70,28,7
75,32,6
80,36,4
85,39,4
90,40,5
95,43,5
100,45,5
105,47,6
110,49,6
115,50,8
120,53,7
125,56,7
130,58,7
135,62,6
140,64,6
