sample_time,tasks_completed,work_in_process
0,0,1
5,1,2
10,2,3
15,4,4
20,4,6
25,5,8
30,8,7
35,10,8
40,13,7
45,13,10
50,17,8
55,18,10
60,20,10
65,21,12
70,24,11
75,29,9
80,30,10
85,30,13
90,34,11
95,35,13
100,37,13
105,38,15
110,40,15
115,43,15
120,48,12
125,52,11
130,52,13
135,53,15
140,56,14
