sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,2,3
15,3,5
20,6,4
25,9,4
30,10,5
35,13,5
40,16,4
45,19,4
50,20,5
55,22,6
60,27,3
65,30,3
70,30,5
75,31,7
80,31,9
85,35,8
90,36,9
95,40,8
100,42,8
105,44,9
110,45,10
115,46,12
120,49,11
125,50,13
130,53,12
135,54,14
140,54,16
