sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,2,3
15,3,5
20,5,5
25,7,6
30,9,6
35,9,9
40,12,8
45,16,7
50,18,7
55,21,7
60,23,7
65,27,6
70,31,4
75,31,7
80,36,4
85,37,6
90,39,6
95,42,6
100,43,7
105,45,8
110,49,6
115,51,7
120,53,7
125,55,8
130,59,6
135,60,8
140,64,6
