sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,2,3
15,4,4
20,4,6
25,5,8
30,7,8
35,10,8
40,11,9
45,12,11
50,13,12
55,15,13
60,16,14
65,19,14
70,21,14
75,26,12
80,28,12
85,29,14
90,32,13
95,35,13
100,38,12
105,40,13
110,41,14
115,43,15
120,46,14
125,50,13
130,51,14
135,53,15
140,53,17
