sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,1,4
15,2,6
20,4,6
25,8,5
30,9,6
35,10,8
40,11,9
45,16,7
50,16,9
55,20,8
60,24,6
65,27,6
70,29,6
75,31,7
80,32,8
85,37,6
90,39,6
95,41,7
100,43,7
105,43,10
110,46,9
115,48,10
120,52,8
125,53,10
130,56,9
135,59,9
140,60,10
