sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,0,5
15,3,5
20,3,7
25,5,8
30,7,8
35,10,8
40,13,7
45,15,8
50,19,6
55,22,6
60,23,7
65,25,8
70,28,7
75,30,8
80,31,9
85,34,9
90,35,10
95,39,9
100,40,10
105,43,10
110,46,9
115,49,9
120,52,8
125,52,11
130,55,10
135,56,12
140,57,13
