sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,2,3
15,3,5
20,6,4
25,6,7
30,8,7
35,11,7
40,16,4
45,18,5
50,20,5
55,21,7
60,23,7
65,26,7
70,28,7
75,33,5
80,35,5
85,37,6
90,37,8
95,39,9
100,42,8
105,43,10
110,47,8
115,50,8
120,53,7
125,53,10
130,56,9
135,56,12
140,59,11
