sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,0,5
15,4,4
20,5,5
25,7,6
30,7,8
35,9,9
40,11,9
45,13,10
50,15,10
55,20,8
60,22,8
65,26,7
70,28,7
75,30,8
80,33,7
85,36,7
90,39,6
95,41,7
100,44,6
105,44,9
110,47,8
115,48,10
120,51,9
125,52,11
130,56,9
135,58,10
140,59,11
