sample_time,tasks_completed,work_in_process
0,0,1
5,1,2
10,2,3
15,4,4
20,7,3
25,8,5
30,9,6
35,13,5
40,14,6
45,16,7
50,19,6
55,20,8
60,23,7
65,26,7
70,29,6
75,30,8
80,31,9
85,33,10
90,35,10
95,37,11
100,40,10
105,42,11
110,42,13
115,45,13
120,47,13
125,49,14
130,52,13
135,56,12
140,60,10
