completion_time,task_id,start_time,process_time,num_operations
9,2,4,5,3
10,0,0,10,3
13,1,2,11,3
16,3,6,10,3
19,5,10,9,3
21,4,8,13,3
25,6,12,13,3
26,9,18,8,3
26,10,20,6,3
27,7,14,13,3
30,11,22,8,3
31,12,24,7,3
31,8,16,15,3
36,16,32,4,3
40,14,28,12,3
41,15,30,11,3
42,13,26,16,3
46,17,34,12,3
46,19,38,8,3
49,18,36,13,3
50,21,42,8,3
52,22,44,8,3
52,20,40,12,3
53,23,46,7,3
56,25,50,6,3
58,24,48,10,3
62,27,54,8,3
64,29,58,6,3
68,31,62,6,3
73,32,64,9,3
75,26,52,23,3
76,33,66,10,3
77,28,56,21,3
78,34,68,10,3
78,30,60,18,3
82,37,74,8,3
86,35,70,16,3
87,41,82,5,3
89,39,78,11,3
90,40,80,10,3
91,38,76,15,3
92,36,72,20,3
96,44,88,8,3
96,42,84,12,3
99,45,90,9,3
102,48,96,6,3
105,47,94,11,3
107,50,100,7,3
111,51,102,9,3
114,49,98,16,3
116,55,110,6,3
117,53,106,11,3
118,56,112,6,3
120,52,104,16,3
124,58,116,8,3
126,46,92,34,3
130,43,86,44,3
136,60,120,16,3
139,66,132,7,3
140,64,128,12,3
