completion_time,task_id,start_time,process_time,num_operations
8,1,2,6,3
11,3,6,5,3
16,4,8,8,3
18,0,0,18,3
19,2,4,15,3
20,5,10,10,3
22,7,14,8,3
28,6,12,16,3
29,10,20,9,3
29,11,22,7,3
31,13,26,5,3
33,8,16,17,3
34,9,18,16,3
35,12,24,11,3
38,14,28,10,3
46,17,34,12,3
47,15,30,17,3
47,18,36,11,3
53,21,42,11,3
57,20,40,17,3
62,28,56,6,3
64,24,48,16,3
65,26,52,13,3
65,16,32,33,3
67,27,54,13,3
67,22,44,23,3
68,23,46,22,3
71,19,38,33,3
73,34,68,5,3
74,33,66,8,3
76,29,58,18,3
90,31,62,28,3
94,36,72,22,3
95,42,84,11,3
96,38,76,20,3
101,30,60,41,3
101,46,92,9,3
102,39,78,24,3
102,32,64,38,3
105,50,100,5,3
105,35,70,35,3
105,41,82,23,3
108,48,96,12,3
110,43,86,24,3
111,37,74,37,3
115,40,80,35,3
118,25,50,68,3
119,47,94,25,3
122,44,88,34,3
123,51,102,21,3
124,57,114,10,3
125,54,108,17,3
131,53,106,25,3
135,49,98,37,3
135,52,104,31,3
136,63,126,10,3
137,61,122,15,3
138,60,120,18,3
139,55,110,29,3
140,56,112,28,3
