sample_time,tasks_completed,work_in_process,tasks_forwarded
0,0,1,0
5,0,3,2
10,1,4,11
15,2,6,24
20,3,7,38
25,4,9,53
30,7,8,72
35,8,10,87
40,12,8,102
45,15,8,115
50,20,5,133
55,21,7,147
60,21,9,161
65,25,8,175
70,29,6,183
75,30,8,194
80,31,9,214
85,31,12,234
90,36,9,255
95,37,11,272
100,38,12,291
105,41,12,310
110,46,9,328
115,48,10,340
120,52,8,350
125,52,11,372
130,54,11,393
135,56,12,407
140,57,13,424
