completion_time,task_id,start_time,process_time,num_operations
7,1,2,5,3
10,3,6,4,3
17,4,8,9,3
17,2,4,13,3
18,0,0,18,3
25,6,12,13,3
28,5,10,18,3
30,7,14,16,3
31,11,22,9,3
32,10,20,12,3
33,8,16,17,3
33,12,24,9,3
38,15,30,8,3
41,14,28,13,3
43,13,26,17,3
44,18,36,8,3
46,17,34,12,3
48,16,32,16,3
49,19,38,11,3
51,9,18,33,3
52,21,42,10,3
53,23,46,7,3
57,22,44,13,3
64,24,48,16,3
65,29,58,7,3
68,25,50,18,3
69,20,40,29,3
74,26,52,22,3
77,33,66,11,3
78,34,68,10,3
79,32,64,15,3
81,35,70,11,3
81,38,76,5,3
84,28,56,28,3
84,27,54,30,3
88,30,60,28,3
88,42,84,4,3
92,39,78,14,3
97,31,62,35,3
100,44,88,12,3
101,40,80,21,3
101,45,90,11,3
102,43,86,16,3
107,37,74,33,3
107,48,96,11,3
112,46,92,20,3
118,41,82,36,3
118,56,112,6,3
119,54,108,11,3
119,53,106,13,3
120,47,94,26,3
120,57,114,6,3
121,52,104,17,3
122,49,98,24,3
126,58,116,10,3
126,36,72,54,3
127,60,120,7,3
128,59,118,10,3
129,50,100,29,3
130,55,110,20,3
131,51,102,29,3
134,62,124,10,3
137,61,122,15,3
138,64,128,10,3
138,63,126,12,3
