sample_time,tasks_completed,work_in_process,tasks_forwarded
0,0,1,0
5,0,5,3
10,2,8,12
15,4,11,31
20,6,14,48
25,7,18,70
30,9,21,90
35,14,21,114
40,19,21,135
45,23,22,156
50,25,25,177
55,29,26,194
60,30,30,215
65,35,30,240
70,36,34,269
75,40,35,293
80,44,36,313
85,47,38,335
90,56,34,353
95,61,34,378
100,64,36,400
105,68,37,427
110,68,42,455
115,73,42,479
120,78,42,501
125,81,44,526
130,88,42,549
135,90,45,571
140,96,44,598
