sample_time,tasks_completed,work_in_process,tasks_forwarded
0,0,1,0
5,0,3,3
10,0,5,12
15,2,6,25
20,2,8,36
25,3,10,53
30,4,11,66
35,4,14,83
40,8,12,93
45,10,13,108
50,12,13,122
55,15,13,136
60,18,12,145
65,20,13,159
70,22,13,173
75,24,14,192
80,25,15,206
85,28,15,221
90,29,16,235
95,30,18,243
100,33,17,252
105,33,20,268
110,36,19,282
115,41,17,293
120,42,18,303
125,43,20,317
130,44,21,330
135,47,21,348
140,49,21,365
