completion_time,task_id,start_time,process_time,num_operations
14,0,0,14,3
17,1,2,15,3
20,2,4,16,3
23,7,14,9,3
27,5,10,17,3
27,3,6,21,3
28,9,18,10,3
32,4,8,24,3
36,12,24,12,3
37,14,28,9,3
39,8,16,23,3
39,16,32,7,3
40,15,30,10,3
46,17,34,12,3
47,13,26,21,3
48,11,22,26,3
49,10,20,29,3
51,22,44,7,3
61,6,12,49,3
64,30,60,4,3
64,23,46,18,3
66,26,52,14,3
66,24,48,18,3
67,25,50,17,3
67,21,42,25,3
68,28,56,12,3
71,18,36,35,3
73,29,58,15,3
77,27,54,23,3
78,19,38,40,3
79,35,70,9,3
80,31,62,18,3
82,36,72,10,3
89,40,80,9,3
89,34,68,21,3
92,33,66,26,3
98,44,88,10,3
105,38,76,29,3
105,42,84,21,3
107,48,96,11,3
112,54,108,4,3
114,47,94,20,3
114,50,100,14,3
117,20,40,77,3
119,55,110,9,3
119,41,82,37,3
125,46,92,33,3
126,52,104,22,3
127,53,106,21,3
128,51,102,26,3
134,37,74,60,3
137,32,64,73,3
140,39,78,62,3
140,62,124,16,3
