completion_time,task_id,start_time,process_time,num_operations
5,0,0,5,3
8,1,2,6,3
11,2,4,7,3
14,4,8,6,3
19,6,12,7,3
19,5,10,9,3
25,7,14,11,3
32,11,22,10,3
38,3,6,32,3
40,15,30,10,3
41,9,18,23,3
42,13,26,16,3
42,10,20,22,3
43,8,16,27,3
43,14,28,15,3
48,16,32,16,3
53,12,24,29,3
58,17,34,24,3
60,18,36,24,3
66,22,44,22,3
67,20,40,27,3
68,25,50,18,3
70,24,48,22,3
73,27,54,19,3
73,23,46,27,3
74,21,42,32,3
79,37,74,5,3
81,36,72,9,3
82,33,66,16,3
82,19,38,44,3
83,28,56,27,3
88,32,64,24,3
91,26,52,39,3
92,31,62,30,3
96,40,80,16,3
100,35,70,30,3
105,34,68,37,3
107,46,92,15,3
113,38,76,37,3
114,47,94,20,3
114,41,82,32,3
115,48,96,19,3
119,39,78,41,3
120,51,102,18,3
122,43,86,36,3
124,54,108,16,3
125,50,100,25,3
128,45,90,38,3
130,44,88,42,3
134,42,84,50,3
134,60,120,14,3
135,56,112,23,3
138,30,60,78,3
139,29,58,81,3
140,58,116,24,3
