completion_time,task_id,start_time,process_time,num_operations
8,0,0,8,3
10,2,4,6,3
18,3,6,12,3
18,5,10,8,3
18,4,8,10,3
21,1,2,19,3
23,8,16,7,3
26,9,18,8,3
33,10,20,13,3
33,7,14,19,3
43,11,22,21,3
45,18,36,9,3
49,12,24,25,3
50,15,30,20,3
51,14,28,23,3
53,22,44,9,3
55,13,26,29,3
56,19,38,18,3
57,6,12,45,3
59,23,46,13,3
60,21,42,18,3
62,27,54,8,3
65,16,32,33,3
65,26,52,13,3
70,24,48,22,3
71,20,40,31,3
76,25,50,26,3
78,28,56,22,3
79,30,60,19,3
82,29,58,24,3
83,17,34,49,3
86,32,64,22,3
88,35,70,18,3
88,36,72,16,3
89,37,74,15,3
98,31,62,36,3
102,39,78,24,3
103,33,66,37,3
103,40,80,23,3
108,34,68,40,3
114,38,76,38,3
114,42,84,30,3
119,44,88,31,3
122,41,82,40,3
128,49,98,30,3
131,62,124,7,3
133,48,96,37,3
137,46,92,45,3
139,52,104,35,3
