completion_time,task_id,start_time,process_time,num_operations
7,0,0,7,3
16,2,4,12,3
20,1,2,18,3
27,6,12,15,3
30,13,26,4,3
31,3,6,25,3
37,4,8,29,3
47,8,16,31,3
52,11,22,30,3
57,12,24,33,3
58,19,38,20,3
59,14,28,31,3
59,5,10,49,3
62,26,52,10,3
64,18,36,28,3
64,20,40,24,3
66,17,34,32,3
68,15,30,38,3
70,7,14,56,3
77,28,56,21,3
78,30,60,18,3
85,31,62,23,3
85,39,78,7,3
85,21,42,43,3
88,22,44,44,3
90,34,68,22,3
91,32,64,27,3
93,25,50,43,3
95,16,32,63,3
97,10,20,77,3
98,9,18,80,3
102,27,54,48,3
106,50,100,6,3
108,38,76,32,3
110,36,72,38,3
111,29,58,53,3
114,42,84,30,3
114,24,48,66,3
116,46,92,24,3
117,43,86,31,3
120,23,46,74,3
121,37,74,47,3
127,48,96,31,3
127,44,88,39,3
134,33,66,68,3
136,53,106,30,3
137,64,128,9,3
138,54,108,30,3
138,41,82,56,3
