sample_time,tasks_completed,work_in_process,tasks_forwarded
0,0,1,0
5,0,3,3
10,2,3,8
15,4,4,16
20,4,6,23
25,7,6,34
30,9,6,45
35,10,8,56
40,11,9,74
45,13,10,86
50,15,10,99
55,16,12,113
60,17,13,130
65,20,13,142
70,23,12,157
75,23,15,174
80,27,13,188
85,30,13,202
90,32,13,219
95,35,13,230
100,37,13,247
105,38,15,264
110,40,15,280
115,44,14,290
120,45,15,305
125,46,17,321
130,50,15,333
135,54,14,347
140,56,14,363
