sample_time,tasks_completed,work_in_process,tasks_forwarded
0,0,1,0
5,0,51,9
10,0,101,20
15,0,151,31
20,1,199,39
25,1,249,45
30,1,299,55
35,1,349,71
40,1,399,82
45,1,449,93
50,1,499,106
55,1,549,120
60,1,599,135
65,1,649,150
70,1,699,162
75,1,749,174
80,1,800,188
85,1,850,200
90,1,900,212
95,1,950,222
100,2,999,231
105,2,1049,243
110,2,1099,253
115,2,1149,268
120,2,1199,276
125,2,1249,288
130,2,1299,300
135,2,1349,316
140,2,1399,330
