sample_time,tasks_completed,work_in_process,tasks_forwarded
0,0,1,0
5,0,51,9
10,0,101,16
15,0,151,31
20,0,200,45
25,0,250,58
30,0,300,66
35,0,350,74
40,0,400,83
45,0,450,93
50,0,500,106
55,0,550,115
60,1,599,123
65,1,649,128
70,1,699,137
75,1,749,142
80,1,800,154
85,1,850,165
90,3,898,172
95,3,948,185
100,4,997,197
105,4,1047,210
110,4,1097,221
115,4,1147,232
120,4,1197,242
125,4,1247,253
130,4,1297,265
135,4,1347,277
140,4,1397,284
