sample_time,tasks_completed,work_in_process,tasks_forwarded
0,0,1,0
5,0,51,11
10,0,101,24
15,0,151,37
20,0,200,46
25,0,250,59
30,0,300,70
35,0,350,80
40,0,400,91
45,0,450,102
50,0,500,112
55,0,550,124
60,0,600,136
65,0,650,149
70,0,700,164
75,0,750,174
80,0,801,186
85,0,851,197
90,0,901,209
95,0,951,218
100,0,1001,229
105,0,1051,243
110,0,1101,255
115,0,1151,267
120,0,1201,278
125,0,1251,285
130,0,1301,300
135,0,1351,309
140,1,1400,321
