completion_time,task_id,start_time,process_time,num_operations
7,1,2,5,3
10,0,0,10,3
12,4,8,4,3
12,2,4,8,3
14,3,6,8,3
20,6,12,8,3
24,8,16,8,3
29,10,20,9,3
30,5,10,20,3
30,9,18,12,3
31,14,28,3,3
33,7,14,19,3
36,16,32,4,3
36,15,30,6,3
36,13,26,10,3
38,12,24,14,3
40,17,34,6,3
42,11,22,20,3
45,18,36,9,3
52,22,44,8,3
54,21,42,12,3
57,24,48,9,3
57,23,46,11,3
59,20,40,19,3
60,27,54,6,3
62,29,58,4,3
62,25,50,12,3
62,26,52,10,3
68,19,38,30,3
69,28,56,13,3
71,33,66,5,3
72,30,60,12,3
75,35,70,5,3
75,32,64,11,3
77,34,68,9,3
80,31,62,18,3
80,36,72,8,3
88,40,80,8,3
89,37,74,15,3
93,43,86,7,3
94,38,76,18,3
98,44,88,10,3
98,46,92,6,3
98,39,78,20,3
100,42,84,16,3
103,45,90,13,3
104,50,100,4,3
109,48,96,13,3
110,51,102,8,3
115,54,108,7,3
117,52,104,13,3
119,41,82,37,3
120,55,110,10,3
124,53,106,18,3
127,58,116,11,3
127,56,112,15,3
128,47,94,34,3
132,49,98,34,3
133,61,122,11,3
137,65,130,7,3
139,62,124,15,3
