completion_time,task_id,start_time,process_time,num_operations
9,2,4,5,3
10,0,0,10,3
13,1,2,11,3
16,3,6,10,3
16,5,10,6,3
17,4,8,9,3
19,7,14,5,3
21,6,12,9,3
30,12,24,6,3
31,10,20,11,3
32,8,16,16,3
32,11,22,10,3
33,13,26,7,3
33,9,18,15,3
39,14,28,11,3
43,18,36,7,3
45,16,32,13,3
47,20,40,7,3
49,19,38,11,3
49,15,30,19,3
50,17,34,16,3
56,22,44,12,3
57,21,42,15,3
58,24,48,10,3
60,23,46,14,3
63,25,50,13,3
66,26,52,14,3
68,27,54,14,3
68,30,60,8,3
73,32,64,9,3
78,35,70,8,3
79,37,74,5,3
80,29,58,22,3
81,31,62,19,3
82,33,66,16,3
86,39,78,8,3
86,41,82,4,3
86,38,76,10,3
88,36,72,16,3
92,34,68,24,3
97,28,56,41,3
98,40,80,18,3
98,44,88,10,3
99,43,86,13,3
101,42,84,17,3
107,45,90,17,3
108,49,98,10,3
109,51,102,7,3
112,48,96,16,3
112,46,92,20,3
120,47,94,26,3
121,52,104,17,3
121,55,110,11,3
123,54,108,15,3
124,56,112,12,3
124,57,114,10,3
126,59,118,8,3
127,53,106,21,3
128,58,116,12,3
130,50,100,30,3
131,60,120,11,3
133,63,126,7,3
133,62,124,9,3
139,64,128,11,3
139,61,122,17,3
