sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,1,4
15,2,6
20,2,8
25,3,10
30,6,9
35,8,10
40,8,12
45,9,14
50,15,10
55,16,12
60,16,14
65,18,15
70,20,15
75,23,15
80,27,13
85,30,13
90,32,13
95,34,14
100,35,15
105,36,17
110,38,17
115,39,19
120,41,19
125,42,21
130,44,21
135,45,23
140,46,24
