sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,0,5
15,0,8
20,2,8
25,3,10
30,8,7
35,9,9
40,9,11
45,11,12
50,12,13
55,13,15
60,16,14
65,18,15
70,20,15
75,20,18
80,22,18
85,24,19
90,26,19
95,29,19
100,31,19
105,33,20
110,33,22
115,33,25
120,34,26
125,38,25
130,39,26
135,42,26
140,45,25
