sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,2,3
15,4,4
20,6,4
25,8,5
30,10,5
35,11,7
40,13,7
45,13,10
50,15,10
55,15,13
60,19,11
65,22,11
70,24,11
75,26,12
80,27,13
85,28,15
90,28,17
95,33,15
100,35,15
105,36,17
110,37,18
115,40,18
120,42,18
125,47,16
130,48,17
135,50,18
140,52,18
