sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,0,5
15,2,6
20,4,6
25,6,7
30,8,7
35,9,9
40,9,11
45,9,14
50,10,15
55,11,17
60,11,19
65,12,21
70,13,22
75,13,25
80,18,22
85,19,24
90,21,24
95,23,25
100,24,26
105,27,26
110,28,27
115,29,29
120,31,29
125,32,31
130,34,31
135,36,32
140,37,33
