sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,0,5
15,3,5
20,5,5
25,8,5
30,10,5
35,14,4
40,16,4
45,16,7
50,19,6
55,22,6
60,24,6
65,25,8
70,29,6
75,30,8
80,33,7
85,38,5
90,41,4
95,43,5
100,44,6
105,44,9
110,46,9
115,48,10
120,49,11
125,51,12
130,52,13
135,57,11
140,58,12
