sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,1,4
15,2,6
20,4,6
25,5,8
30,5,10
35,6,12
40,9,11
45,10,13
50,14,11
55,17,11
60,18,12
65,20,13
70,23,12
75,24,14
80,25,15
85,28,15
90,31,14
95,33,15
100,34,16
105,37,16
110,39,16
115,43,15
120,45,15
125,48,15
130,51,14
135,52,16
140,55,15
