sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,1,4
15,2,6
20,6,4
25,6,7
30,7,8
35,10,8
40,10,10
45,11,12
50,11,14
55,15,13
60,15,15
65,18,15
70,20,15
75,20,18
80,22,18
85,24,19
90,26,19
95,28,20
100,30,20
105,31,22
110,33,22
115,35,23
120,35,25
125,38,25
130,39,26
135,42,26
140,44,26
