sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,2,3
15,2,6
20,3,7
25,5,8
30,5,10
35,6,12
40,7,13
45,9,14
50,11,14
55,11,17
60,14,16
65,17,16
70,20,15
75,20,18
80,22,18
85,24,19
90,26,19
95,28,20
100,30,20
105,31,22
110,32,23
115,33,25
120,33,27
125,33,30
130,33,32
135,35,33
140,36,34
