sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,1,4
15,1,7
20,2,8
25,2,11
30,3,12
35,4,14
40,6,14
45,7,16
50,9,16
55,9,19
60,9,21
65,13,20
70,17,18
75,18,20
80,21,19
85,21,22
90,22,23
95,25,23
100,27,23
105,28,25
110,32,23
115,33,25
120,35,25
125,39,24
130,40,25
135,42,26
140,43,27
