sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,0,5
15,1,7
20,3,7
25,4,9
30,7,8
35,8,10
40,8,12
45,8,15
50,10,15
55,11,17
60,12,18
65,13,20
70,16,19
75,20,18
80,21,19
85,22,21
90,25,20
95,26,22
100,30,20
105,32,21
110,35,20
115,36,22
120,38,22
125,41,22
130,44,21
135,46,22
140,48,22
