sample_time,tasks_completed,work_in_process
0,0,1
5,1,2
10,1,4
15,2,6
20,5,5
25,5,8
30,6,9
35,7,11
40,9,11
45,11,12
50,11,14
55,13,15
60,15,15
65,17,16
70,19,16
75,19,19
80,21,19
85,21,22
90,22,23
95,24,24
100,24,26
105,26,27
110,26,29
115,27,31
120,28,32
125,32,31
130,34,31
135,35,33
140,38,32
