sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,2,3
15,2,6
20,4,6
25,5,8
30,8,7
35,12,6
40,13,7
45,13,10
50,15,10
55,16,12
60,18,12
65,22,11
70,23,12
75,26,12
80,27,13
85,29,14
90,31,14
95,31,17
100,32,18
105,32,21
110,33,22
115,34,24
120,38,22
125,39,24
130,41,24
135,44,24
140,46,24
