sample_time,tasks_completed,work_in_process
0,0,1
5,1,2
10,2,3
15,4,4
20,5,5
25,8,5
30,10,5
35,11,7
40,11,9
45,14,9
50,16,9
55,17,11
60,20,10
65,24,9
70,26,9
75,29,9
80,30,10
85,32,11
90,36,9
95,38,10
100,41,9
105,43,10
110,45,10
115,49,9
120,52,8
125,53,10
130,55,10
135,57,11
140,60,10
