sample_time,tasks_completed,work_in_process
0,0,1
5,0,3
10,0,5
15,1,7
20,2,8
25,4,9
30,7,8
35,7,11
40,11,9
45,13,10
50,15,10
55,18,10
60,24,6
65,26,7
70,29,6
75,31,7
80,32,8
85,36,7
90,39,6
95,40,8
100,40,10
105,44,9
110,46,9
115,47,11
120,48,12
125,52,11
130,54,11
135,58,10
140,62,8
